classe,formato_chapeu,superficie_chapeu,cor_chapeu,machucados,odor,fixacao_lamina,espacamento_lamina,tamanho_lamina,cor_lamina,formato_caule,raiz_caule,superficie_caule_acima_anel,superficie_caule_abaixo_anel,cor_caule_acima_anel,cor_caule_abaixo_anel,tipo_veu,cor_veu,numero_aneis,tipo_anel,cor_esporos,populacao,habitat
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,lisa,branco,sim,fetido,livre,proxima,larga,rosa,afinando,bulbosa,fibrosa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,urbano
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,lisa,branco,sim,fetido,livre,proxima,larga,chocolate,afinando,bulbosa,fibrosa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,lisa,bege,sim,fetido,livre,proxima,larga,rosa,afinando,bulbosa,fibrosa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,gramado
comestivel,achatado,escamosa,cinza,sim,nenhum,livre,proxima,larga,roxa,afinando,bulbosa,lisa,lisa,cinza,cinza,parcial,branca,um,pendente,marrom,solitaria,florestas
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,fibrosa,rosa,nao,creosoto,livre,proxima,estreita,rosa,alargando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
comestivel,nodoso,escamosa,marrom,nao,nenhum,livre,lotada,estreita,branca,alargando,bulbosa,fibrosa,fibrosa,branca,marrom,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,gramado
comestivel,achatado,lisa,rosa,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,branca,branca,parcial,branca,dois,evanescente,branca,agrupada,residuos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,gramado
comestivel,nodoso,lisa,rosa,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,branca,vermelha,parcial,branca,dois,evanescente,branca,agrupada,residuos
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
comestivel,achatado,escamosa,cinza,sim,nenhum,livre,proxima,larga,branca,afinando,bulbosa,lisa,lisa,rosa,branca,parcial,branca,um,pendente,marrom,solitaria,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,caminhos
comestivel,convexo,escamosa,verde,nao,nenhum,livre,proxima,estreita,rosa,alargando,desconhecida,lisa,fibrosa,branca,branca,parcial,branca,um,flarante,chocolate,varias,florestas
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,nodoso,escamosa,marrom,nao,nenhum,livre,proxima,estreita,branca,alargando,desconhecida,sedosa,escamosa,branca,marrom,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
comestivel,achatado,escamosa,vermelho,sim,nenhum,livre,proxima,larga,branca,afinando,bulbosa,lisa,lisa,cinza,rosa,parcial,branca,um,pendente,preta,solitaria,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,lisa,bege,sim,fetido,livre,proxima,larga,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,urbano
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,gramado
comestivel,convexo,lisa,vermelho,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,branca,vermelha,parcial,branca,dois,evanescente,branca,agrupada,residuos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,sino,escamosa,branco,sim,nenhum,livre,lotada,estreita,branca,alargando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,branca,agrupada,folhas
venenoso,achatado,lisa,bege,sim,fetido,livre,proxima,larga,chocolate,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,varias,urbano
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,lisa,branco,sim,fetido,livre,proxima,larga,branca,afinando,bulbosa,fibrosa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,urbano
comestivel,achatado,escamosa,cinza,sim,nenhum,livre,proxima,larga,marrom,afinando,bulbosa,lisa,lisa,cinza,rosa,parcial,branca,um,pendente,marrom,varias,florestas
venenoso,convexo,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
